place,country,google_maps_url,description,region,place_type,blog_source,romance,family,cost,nature,adventure,culture,food,relaxation,service,accessibility,description_count,last_updated
Wat Umong,Thailand,https://goo.gl/maps/ntM23yGTLcGws86o8,"After Wat Suan Dok, continue west along the road and visit  or the Tunnel temple, which is - you guessed it - a temple built inside a system of tunnels deep within a forest on the foothills of Doi Suthep, the looming mountain that you can see towering over Chiang Mai.

, which translates to the Tunnel temple, is, you guessed it, a temple built inside a system of tunnels deep within a forest on the foothill of Doi Suthep, the looming mountain you can see towering over Chiang Mai.",,,,4,6,6,10,8,9,0,7,0,6,1,2026-04-07
Wat Wang Kham,Thailand,https://maps.app.goo.gl/WB4JXJW6yecPdJsH7,"Before leaving Kalasin, you might also want to drop by and check out , a beautiful temple built in an architectural style that draws from traditional Lan Xang architecture and is modeled after the famous Wat Xieng Thong in Laos.

One of the most beautiful and unique temples you can visit in Kalasin is  located in Ban Nathawi on the far east of the province. What's unique about this sacred temple is its architectural style that drew from traditional Lan Xang architecture and modeled after the famous Wat Xieng Thong in Laos. It is one of its kind in Thailand, and definitely worth a visit if you are passing through here.",,,,2,2,2,0,0,8,0,3,4,5,1,2026-04-07
Wat Wang Wiwekaram temple,Thailand,https://goo.gl/maps/N6cJ3Eako19MWA9m6,"After the boat tour, you can then spend the rest of your day walking around the Mon village up the hill and checking out the newly rebuilt temples like  and Chedi Phutthakhaya which are definitely worthy of their old sunken temple names.",,,,2,4,0,6,7,10,1,7,4,8,1,2026-04-07
Wat Yai Chai Mongkhon,Thailand,https://www.google.com/maps/place/Wat+Yai+Chai+Mongkhon,Big Buddhist pagodas built in 1357 outside of the main island area.,Ayutthaya,Temple,The World Travel Guy,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Wat Yai Chaimongkol,Thailand,https://goo.gl/maps/dyQa64LfjaVy1C4h6,"It is an awesome place to visit with many spots to explore like the giant pagoda of , the ancient Wat Chai Watthanaram that reminded me of Angkor Wat, the famous Buddha head embedded in a Banyan tree, one of the most photographed places in Ayutthaya, and so much more.",,,,8,8,8,10,6,10,0,9,0,4,1,2026-04-07
Waterfall Cave Soda,Thailand,https://maps.app.goo.gl/VPaqMiTjxX7puhZY6,"Just before reaching Mukdahan, be sure to go and check out the remaining Roi Et’s attractions that I mentioned earlier like  and Phra Maha Chedi Chai Mongkhon. These spots are so close to the border between the two provinces that it would be a shame to drive past without seeing them.

is a beautiful cave located inside a temple where several shrines are built alongside a massive rock cliff. The main shrine is situated behind a waterfall you can hike to. It is very scenic and peaceful, especially during the rainy season when the water flow is strongest.

Located on the far fringes of the province, right next to Kalasin and Mukdahan, you will find , a beautiful cave located inside a temple where several shrines are built alongside a massive rock cliff. The main shrine is situated behind a waterfall that you can hike to.",,,,2,4,4,8,7,8,0,6,0,7,1,2026-04-07
Weapon Museum,Thailand,https://maps.app.goo.gl/B9KbWpkdc9YQA35f8,"This is why you will see many military personnel up here, as well as monuments and museums like Khao Kho Sacrifice Memorial and , which will discuss more, all dedicated to telling and preserving the history of that period. Most Thai people just come here to enjoy the view and weather and completely skip this part, which I think is a shame.

Be sure to stop by the , where you’ll find a fascinating collection of weaponry used by both the Thai military and the insurgent groups. The museum also displays uniforms worn by both sides, as well as helicopters, tanks, and more.

If you're interested in history and want to learn about what happened in Thailand during the Cold War, be sure to check out the . Not many people know about Khao Kho’s fascinating past, which includes bloody conflict, violence, and, ultimately, reconciliation and peace, something I found incredibly compelling for such a calm and peaceful place like Khao Kho. To be honest, even most Thai tourists don’t know much about this place.",,,,1,3,6,6,6,9,1,5,4,8,1,2026-04-07
Wetland and Sarus Crane Learning Center,Thailand,https://maps.app.goo.gl/nqSPwfQqqE5HyLpG9,"Start early in the morning from Korat and drive to the , located on the banks of the Chorakhe Mak Reservoir just outside Buriram City, about a 2-hour drive from Korat. This is one of my personal favorite spots, where one can peacefully enjoy the wetland views while observing the vibrant bird ecosystem being carefully preserved here.",,,,5,6,8,10,4,0,0,9,0,8,1,2026-04-07
White Beach,Thailand,https://maps.app.goo.gl/iU1qmtgwvCAWQPQ86,"Koh Kood is also a great place to go kayak/paddleboarding, with one of the best areas to explore being the estuary near . There is a mangrove forest that runs along the river, which you can explore.

Last but not least, if you are already bored at Ao Prao Beach and want a little change in scenery, there are several other beaches you can explore like Ao Tapao Beach, , and Bang Bao Beach.

My favorite of the three is , which is located right along the main road, and the sand here is exactly as the name suggests. It is completely white, and the water is as clear as it gets. There is a large resort nearby; it might not be as empty as Ao Prao, but definitely way better than beaches on other islands.",,,,5,5,18,6,4,4,4,6,4,6,1,2026-04-07
White Sand Beach,Thailand,https://maps.app.goo.gl/3hg8tfpoGo8UqtRB6,"Coming from the ferry pier, the first beach you will encounter is , a beautiful beach that is exactly true to its name with its incredibly fine white sand that feels amazing to walk on.",,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
White Temple,Thailand,https://goo.gl/maps/Lwq6fFuQoZznyETv6,"After Phayao, it's time to explore Chiang Rai starting with Chiang Rai City. It should take you about 1.5 hours to get from Phayao to Chiang Rai, and along the way, be sure to stop by the famous , or as the Thais call it, Wat Rong Khun.",,,,2,5,16,7,6,8,5,7,10,10,1,2026-04-07
Wiang Kum Kam,Thailand,https://goo.gl/maps/jGcTSBEtffiVY7sX7,"Only recently discovered,  is an ancient settlement and an active archaeological site that was buried for centuries until it was rediscovered by the locals.

There are a total of 42 monuments that have been excavated at , and this ancient city covers several square kilometers. You will need your own vehicle to explore the area.",,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Wiang Kum Kam Information Center,Thailand,https://goo.gl/maps/PtNHq72QLgEMsDRZ6,"Don't worry, we will not be visiting all 42 monuments. Some monuments are quite small and may not be worth visiting. Your journey in Wiang Kum Kam will begin at  where you will get a map and access to the museum, and it is free to enter.",,,,1,2,8,0,2,10,0,2,0,6,1,2026-04-07
Wiman Phaya Tan,Thailand,https://maps.app.goo.gl/Truhfdzzo9YaUAtp8,"Located right next to Phraya Kankak Museum, you will also find , a massive naga structure that is also a museum dedicated to telling the story of the rain god that fought with Phraya Kankak in the folklore. The naga structure you see is a depiction of the rain god that you read about at Phraya Kankak, and you can learn more about it here.",,,,0,3,4,8,7,10,0,4,1,9,1,2026-04-07
Windfarm Field Khao Kho,Thailand,https://maps.app.goo.gl/kPVbh6qFYm3H1TJ96,"Another tourist attraction you might want to check out is the . Thanks to Khao Kho’s unique climate, with its abundant wind and rainfall, you’ll find several wind farms in the area, which is quite rare in Thailand. To be honest, I’ve only seen them here and in Chaiyaphum Province, which is right next to Phetchabun.",,,,0,1,0,7,7,0,0,2,0,2,1,2026-04-07
Wing 5 Air Base Historical Park,Thailand,https://goo.gl/maps/GG7VHk9NRMJej4FK8,"While you visit Lemon Bay, be sure to also spend some time and explore all the tourist attractions inside  like the Monkey Monument where you will be able to interact with the lutungs or leaf monkeys, a prettier, friendlier primate than the ones at Wat Khao Chong Krachok.",,,,2,7,4,10,9,3,0,7,4,7,1,2026-04-07
Yaowarat or Bangkok's Chinatown,Thailand,https://goo.gl/maps/P9gLc1bWwyYxSFfD9,"For dinner, you can never go wrong with , a foodie haven of Bangkok. Every evening, all sorts of street food stalls and carts will flock to the roadside of Yaowarat Road and start selling street food and snacks for you to indulge yourself in.",,,,1,1,8,0,0,7,10,5,6,6,1,2026-04-07
Yasothon's Old Town,Thailand,https://maps.app.goo.gl/8BeHju8v594MFz6b6,"After you are done with the museums, you can come and visit the charming , home to a handful of well-preserved colonial-era architecture, including ancient Indochinese painted wooden houses and Sino-Portuguese style buildings, which offer a glimpse into the town's rich history.",,,,3,5,4,0,2,10,1,6,6,9,1,2026-04-07
Yindee Cafe,Thailand,https://maps.app.goo.gl/Lim4azMWavdozuWT9,"If you are looking for a nice and spacious open-air restaurant where you can enjoy lunch, dinner, or a delicious dessert, I highly recommend . They offer a wide selection of dishes for both lunch and dinner, as well as desserts and coffees. It's the perfect place to sit back, relax, and enjoy the river view.",,,,5,4,12,9,1,5,9,10,7,4,1,2026-04-07
Yood Vale Cafe,Thailand,https://goo.gl/maps/Y1Ex8qNVm5W3bbPU7,"After spending the night, you can get up early in the morning and head over to  to have a cup of coffee while enjoying the foggy morning. Then, go for a walk to Sapan Waterfall and drive up to Sapan Viewpoint via Khun Nan National Park.",,,,4,5,8,10,7,0,1,8,1,5,1,2026-04-07
Yun Lai Viewpoint,Thailand,https://goo.gl/maps/RpnwrnQJhhaTd3gU7,"The next day, you can wake up early in the morning and travel to  for a panoramic view of the sea of fog over Pai before you go and freshen up at the slip and slide Mo Paeng Waterfall.",,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Zaab Rim Khong,Thailand,https://maps.app.goo.gl/N451ThAicecTRFvV9,"For a proper dinner with a stunning view of the Mekong River, you can’t go wrong with , a local restaurant located right on the riverbank just outside Mukdahan City Center. The restaurant serves a wide selection of dishes, from fresh seafood to rare delicacies like wild meat and local freshwater fish. It's the perfect place to have dinner and enjoy drinks by the river at sunset.

For a proper dinner with a stunning view of the Mekong River, you can’t go wrong with , a local restaurant located right on the riverbank just outside Mukdahan City Center. It’s one of my favorite spots here.",,,,7,2,8,10,2,8,8,10,9,6,1,2026-04-07
Zeavola Resort,Thailand,https://www.google.com/maps/place/Zeavola+Resort,"Zeavola Resort is one of the top resort recommendations in Phi Phi Don island.

A resort on Phi Phi Don island, offering luxury accommodation and amenities for tourists.",Phi Phi,resort,The World Travel Guy,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
a bus stop along the road near Thong Pha Phum town,Thailand,https://goo.gl/maps/dWdQfKQ1WokdGx5p8,"Once you arrive in Thong Pha Phum, they will drop you off at . This is not the bus stop to get to Pilok. The actual bus stop to get to Pilok is located at Thong Pha Phum Food Market and you will have to get a moto-taxi to drop you off there for 20 THB.",,,,0,0,8,0,0,0,0,0,2,6,1,2026-04-07
a handful of parking spots,Thailand,https://maps.app.goo.gl/U7j1xD8vNzwA3Bch8,"There are  around the terminal, and you can park there for free for several nights. Just be sure not to leave any valuables in the car. I’ve done this myself, and everything was perfectly fine. And DO NOT park under a tree, unless you want your car to be covered in bird poop as mine did 😅. Let me tell you, it was a pain to clean!",,,,0,0,4,2,1,0,0,3,1,6,1,2026-04-07
abandoned colonial house,Thailand,https://maps.app.goo.gl/heubZfc1uiuQERPY8,"While you are here, be sure to spend some time and explore the criss-crossing streets to Tha Rae. You might stumble upon a hidden gem like this  that the forest has taken over.",,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
along the road,Thailand,https://maps.app.goo.gl/PEzq6jWV92rEKihJ9,"Renting a car and driving there is also possible, but keep in mind that the traffic is horrible most of the time in Bangkok, and it might take you longer to drive here than to just hop on an MRT and catch the boat across. You can park your car  in front of Sri Nakhon Khuean Khan Park.",,,,0,5,4,9,6,0,0,6,1,8,1,2026-04-07
bike rental place,Thailand,https://maps.app.goo.gl/tQ2GiRJ5jtJFVXs99,"If you are driving here, after parking your car in front of Sri Nakhon Khuean Khan Park, you will find a  on the right side of the entrance gate. They may ask for an ID (you can use a local ID instead of a passport) for reassurance, and they will return it after you return the bike.",,,,0,2,8,9,9,0,0,7,5,10,1,2026-04-07
